Information Type LHS,Information Type RHS,Relation
usage information,message,unrelated
usage information,mobile application version,unrelated
usage information,mobile country code,unrelated
usage information,mobile device,unrelated
usage information,mobile device id,unrelated
usage information,mobile device identifiers,unrelated
usage information,mobile device ids,unrelated
usage information,mobile device information,unrelated
usage information,mobile device mac addresses,unrelated
usage information,mobile device model,unrelated
usage information,mobile device type,unrelated
usage information,mobile devices unique device id,unrelated
usage information,mobile devices unique identifier,unrelated
usage information,mobile hardware device id,unrelated
usage information,nearby device information,unrelated
usage information,network information,unrelated
usage information,network measurements,unrelated
usage information,network media access control,unrelated
usage information,network performance,unrelated
usage information,network type,unrelated
usage information,non-personal data,unrelated
usage information,open device identification number,unrelated
usage information,open udid,unrelated
usage information,operating system,unrelated
usage information,operating system information,unrelated
usage information,operating system type,unrelated
usage information,operating system version,unrelated
usage information,operation system version,unrelated
usage information,other hardware device id,unrelated
usage information,page view time,unrelated
usage information,peripheral hardware,unrelated
usage information,peripherals,unrelated
usage information,personal information,unrelated
usage information,phone number,unrelated
usage information,photos,unrelated
usage information,physical location,unrelated
usage information,platform,unrelated
usage information,platform type,unrelated
usage information,possibly ip address,unrelated
usage information,postal code,unrelated
usage information,preferred language,unrelated
usage information,products,unrelated
usage information,real-time location-based information,unrelated
usage information,running apps,unrelated
usage information,screen content,unrelated
usage information,sensors,unrelated
usage information,sms messages,unrelated
usage information,software,unrelated
usage information,software information,unrelated
usage information,specific geolocation,unrelated
usage information,specific geolocation data,unrelated
usage information,specific location data,unrelated
usage information,specific location information,unrelated
usage information,spotify application version,unrelated
usage information,state,unrelated
usage information,statistics,unrelated
usage information,system software,unrelated
usage information,tablet,unrelated
usage information,tablet information,unrelated
usage information,technology,unrelated
usage information,telephone number,unrelated
usage information,telephony log information,unrelated
usage information,temperature,unrelated
usage information,text messages,unrelated
usage information,time zone,unrelated
usage information,transactional information enabling digital rights management,unrelated
usage information,unique application numbers,unrelated
usage information,unique browser,unrelated
usage information,unique device id,unrelated
usage information,unique device identifier,unrelated
usage information,unique device identifiers,unrelated
usage information,unique device ids,unrelated
usage information,unique hardware identifiers,unrelated
usage information,unique identifier,unrelated
usage information,unique identifiers,unrelated
usage information,unique information,unrelated
usage information,unique user device number,unrelated
usage,access device,unrelated
usage,access devices,unrelated
usage,advertiser id,unrelated
usage,advertising id,unrelated
usage,aggregated data,unrelated
usage,android id,unrelated
usage,anonymized information,unrelated
usage,apple game center id,unrelated
usage,application information,unrelated
usage,application software,unrelated
usage,application version number,unrelated
usage,applications,unrelated
usage,approximate location,unrelated
usage,area code,unrelated
usage,bandwidth,unrelated
usage,battery level,unrelated
usage,brower language,unrelated
usage,browser information,unrelated
usage,browser language,unrelated
usage,browser type,unrelated
usage,browser types,unrelated
usage,call duration,unrelated
usage,call time,unrelated
usage,call types,unrelated
usage,calling-party number,unrelated
usage,carrier network,unrelated
usage,cell towers,unrelated
usage,chat histories,unrelated
usage,city,unrelated
usage,coarse location,unrelated
usage,communications,unrelated
usage,computer information,unrelated
usage,computer performance,unrelated
usage,computer system information,unrelated
usage,contact entries,unrelated
usage,contact folder,unrelated
usage,contact list,unrelated
usage,contacts,unrelated
usage,contacts folder,unrelated
usage,cookies,unrelated
usage,country,unrelated
usage,crash reports,unrelated
usage,crashes,unrelated
usage,date,unrelated
usage,datestamp,unrelated
usage,demographic information,unrelated
usage,device,unrelated
usage,device brand,unrelated
usage,device characteristics,unrelated
usage,device connection information,unrelated
usage,device identifier,unrelated
usage,device identifiers,unrelated
usage,device information,unrelated
usage,device language,unrelated
usage,device locations,unrelated
usage,device log information,unrelated
usage,device make,unrelated
usage,device model,unrelated
usage,device model number,unrelated
usage,device name,unrelated
usage,device numbers,unrelated
usage,device operating system,unrelated
usage,device sensor data,unrelated
usage,device type,unrelated
usage,device-related data,unrelated
usage,device-related information,unrelated
usage,device-specific information,unrelated
usage,devices hardware,unrelated
usage,devices internet protocol,unrelated
usage,devices mac address,unrelated
usage,devices software,unrelated
usage,diagnostic information,unrelated
usage,did,unrelated
usage,domain name,unrelated
usage,domain names,unrelated
usage,domain types,unrelated
usage,dump reports,unrelated
usage,ethernet mac address,unrelated
usage,forwarding numbers,unrelated
usage,friends information,unrelated
usage,functions,unrelated
usage,game system,unrelated
